time,text,sentiment
2020-07-18 13:33:19,b'RT @JoyAnnReid: Donald Trump has now activated the \xe2\x80\x9csecret police\xe2\x80\x9d setting in the autocrat\xe2\x80\x99s playbook. #PortlandKidnappings #PortlandProtes\xe2\x80\xa6',negative
2020-07-18 13:35:47,"b""RT @charliekirk11: Donald Trump sacrificed his family's wealth for our nation, Joe Biden sacrificed our nation for his family's wealth.""",neutral
2020-07-18 13:35:47,"b'RT @TorresGotay: Donald Trump no ha dicho una palabra sobre la muerte anoche del congresista John Lewis, icono de la lucha por los derechos\xe2\x80\xa6'",neutral
2020-07-18 13:35:47,b'RT @glamelegance: @PressSec John Lewis is a National Treasure and a Civil Rights icon who dedicated his life and shed his blood for freedom\xe2\x80\xa6',neutral
2020-07-18 13:35:47,"b'RT @ThePubliusUSA: So Donald Trump is muzzling the CDC, preventing it from testifying to Congress regarding whether to open schools. That i\xe2\x80\xa6'",neutral
2020-07-18 13:35:46,"b'RT @AnneFarmer65: \xf0\x9f\x93\x9bDonald Trump, oppos\xc3\xa9 de longue date \xc3\xa0 George Soros, estime que le financier cherche \xc3\xa0 d\xc3\xa9stabiliser sa pr\xc3\xa9sidence...\n\n\xf0\x9f\x91\x89 S\xe2\x80\xa6'",neutral
2020-07-18 13:35:45,"b""RT @donwinslow: Don't believe anything Donald Trump or The White House tells you.""",neutral
2020-07-18 13:35:45,b'RT @ThePubliusUSA: My question remains unanswered: why is Donald Trump trying to unmask the person who leaked the Russian bounty story inst\xe2\x80\xa6',negative
2020-07-18 13:35:45,"b""RT @fred_guttenberg: I am voting for @JoeBiden.  He won't militarize our democratic streets. Today's reminder DONALD TRUMP IS LETTING THE R\xe2\x80\xa6""",neutral
2020-07-18 13:35:44,b'RT @ThePubliusUSA: My question remains unanswered: why is Donald Trump trying to unmask the person who leaked the Russian bounty story inst\xe2\x80\xa6',negative
2020-07-18 13:35:44,b'RT @Gregorytheartx: @GaetaSusan @hickory66 @realDonaldTrump @realDonaldTrump One leader 4 All America Donald Trump',neutral
2020-07-18 13:35:44,"b""RT @fred_guttenberg: I am voting for @JoeBiden.  He won't militarize our democratic streets. Today's reminder DONALD TRUMP IS LETTING THE R\xe2\x80\xa6""",neutral
2020-07-18 13:35:44,b'RT @Weinsteinlaw: Donald Trump has now officially spent more time attacking his niece over her book than he\xe2\x80\x99s spent criticizing Vladimir Pu\xe2\x80\xa6',positive
2020-07-18 13:35:43,b'Absolutely Go Donald Trump for President 2020. https://t.co/y9xpVEfovU',positive
2020-07-18 13:35:43,"b'RT @MiaFarrow: Donald Trump\xe2\x80\x99s silence is fitting. He  is not worthy to utter the name of John Lewis- a man who embodied courage, honor, dec\xe2\x80\xa6'",positive
2020-07-18 13:35:43,b'RT @LisaMei62: Got something in my eyes \xf0\x9f\x98\xad...How blessed are we that God is giving us another chance...and that he put President Donald J. T\xe2\x80\xa6',neutral
2020-07-18 13:35:43,b'RT @MZHemingway: She is such a professional. \xe2\x80\x9cHarris Faulkner Gets a Bigger Spotlight at Fox News Channel \xe2\x80\x93 Variety\xe2\x80\x9d https://t.co/JxQx6cS7ml',positive
2020-07-18 13:35:42,b'RT @JoeBiden: I\xe2\x80\x99ve released 21 years of my tax returns \xe2\x80\x94 why hasn\xe2\x80\x99t Donald Trump?\n\nWe deserve to know what this president is hiding.',neutral
2020-07-18 13:35:42,b'RT @Colin_H_Turner: A dying Marine Vets last words to Donald Trump. Watch and share everywhere until Trump sees it! https://t.co/REyhfaTDmp',neutral
2020-07-18 13:35:42,"b'RT @donwinslow: If you want to know why @realDonaldTrump has been silent on @repjohnlewis death, look no further than this remarkable video\xe2\x80\xa6'",positive
2020-07-18 13:35:42,"b'RT @ThePubliusUSA: So Donald Trump is muzzling the CDC, preventing it from testifying to Congress regarding whether to open schools. That i\xe2\x80\xa6'",neutral
2020-07-18 13:35:41,"b""RT @fred_guttenberg: I am voting for @JoeBiden.  He won't militarize our democratic streets. Today's reminder DONALD TRUMP IS LETTING THE R\xe2\x80\xa6""",neutral
2020-07-18 13:35:41,"b'RT @BandyXLee1: What Donald Trump is doing in Portland is a trial balloon (or, in psychological terms, \xe2\x80\x9ctesting limits\xe2\x80\x9d).  He may believe O\xe2\x80\xa6'",neutral
2020-07-18 13:35:41,b'Some Family Members Surprised Voters Believed Donald Trump Image | Rache... https://t.co/Qm0mSgRjfM via @YouTube',positive
2020-07-18 13:35:40,b'RT @RoscoeJames: We know that Donald Trump lies and breaks laws. We know the Republican House and Senate shield #BunkerBaby from prosecutio\xe2\x80\xa6',neutral
2020-07-18 13:35:40,"b'RT @donwinslow: .@FLOTUS Melania Trump,\n\nThere is a strong rumor going around that some of your ex ""clients"" in NYC are going to come forwa\xe2\x80\xa6'",positive
2020-07-18 13:35:40,"b""RT @ROMULUS7078: https://t.co/GdAwDh2hzB Burning buildings it's ARSON, Looting is THEFT/BURGLARY Beating innocent people &amp; cops is AGG ASSA\xe2\x80\xa6""",positive
2020-07-18 13:35:40,b'RT @pewresearch: Donald Trump has now appointed 24% of all active federal judges in the United States. For more on how Trump compares with\xe2\x80\xa6',positive
2020-07-18 13:35:40,"b'RT @CNN: ""Donald is a psychologically deeply damaged man, based on his upbringing and the situation with his parents,"" warns President Trum\xe2\x80\xa6'",neutral
2020-07-18 13:35:40,b'RT @MZHemingway: She is such a professional. \xe2\x80\x9cHarris Faulkner Gets a Bigger Spotlight at Fox News Channel \xe2\x80\x93 Variety\xe2\x80\x9d https://t.co/JxQx6cS7ml',positive
2020-07-18 13:35:39,b'RT @AyannaPressley: Remember when Donald J. Trump was impeached by the United States House of Representatives?',neutral
2020-07-18 13:35:39,b'RT @MsDixieDiva8253: @SethAbramson How long before there are tanks in the streets? This is a coup. \n\nDonald Trump &amp; Bill Barr are carrying\xe2\x80\xa6',negative
2020-07-18 13:35:39,"b'RT @LepapillonBlu: Armageddon it\xe2\x80\x99s here, and Donald Trump is the Antichrist.'",neutral
2020-07-18 13:35:38,b'RT @JoeBiden: I\xe2\x80\x99ve released 21 years of my tax returns \xe2\x80\x94 why hasn\xe2\x80\x99t Donald Trump?\n\nWe deserve to know what this president is hiding.',neutral
2020-07-18 13:35:38,b'RT @ThePubliusUSA: My question remains unanswered: why is Donald Trump trying to unmask the person who leaked the Russian bounty story inst\xe2\x80\xa6',negative
2020-07-18 13:35:38,"b'""It was not until Donald Trump became the party\xe2\x80\x99s candidate that I learned how different my understanding of the wo\xe2\x80\xa6 https://t.co/DjkxXgLMam'",neutral
2020-07-18 13:35:37,"b'RT @An3ita5: After the president falsely claimed that Joe Biden wants to defund the police, the \xe2\x80\x9cFox News Sunday\xe2\x80\x9d host interjected, ""Sir, h\xe2\x80\xa6'",negative
2020-07-18 13:35:37,b'RT @MelissaAFrancis: So proud! I cannot wait to watch Harris on Sunday! Way to go! https://t.co/kgLdgBqGZY',positive
2020-07-18 13:35:36,b'RT @waythingsturn: @JoyAnnReid Mitch McConnell praising John Lewis is like Donald Trump hugging the American flag \xe2\x80\x94 a performative show of\xe2\x80\xa6',neutral
2020-07-18 13:35:36,b'RT @MelissaAFrancis: So proud! I cannot wait to watch Harris on Sunday! Way to go! https://t.co/kgLdgBqGZY',positive
2020-07-18 13:35:36,b'RT @Weinsteinlaw: Donald Trump has now officially spent more time attacking his niece over her book than he\xe2\x80\x99s spent criticizing Vladimir Pu\xe2\x80\xa6',positive
2020-07-18 13:35:35,"b""RT @mog7546: 'Impossibly stupid'\n\n#Trump\xe2\x80\x99s STRANGE STUNT\n\nEager to arrest his sliding poll numbers, US president Donald Trump is pulling ou\xe2\x80\xa6""",negative
2020-07-18 13:35:35,"b'RT @BandyXLee1: What Donald Trump is doing in Portland is a trial balloon (or, in psychological terms, \xe2\x80\x9ctesting limits\xe2\x80\x9d).  He may believe O\xe2\x80\xa6'",neutral
2020-07-18 13:35:35,"b'RT @BandyXLee1: What Donald Trump is doing in Portland is a trial balloon (or, in psychological terms, \xe2\x80\x9ctesting limits\xe2\x80\x9d).  He may believe O\xe2\x80\xa6'",neutral
2020-07-18 13:35:35,"b""RT @murray_nyc: @realDonaldTrump TRASHING HIS OWN FAMILY\n\nIt's one thing for Trump to trash politicians &amp; the media but now he has taken to\xe2\x80\xa6""",positive
2020-07-18 13:35:34,"b""RT @Lady_E_88: @k_ovfefe2 @Shem_Infinite @almostjingo \n\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 Have you seen this before?\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n\nWhat to Know About Donald Trump's Niece Mary, Who F\xe2\x80\xa6""",neutral
2020-07-18 13:35:34,"b'RT @JoeBiden: From day one, Donald Trump has been focused on the stock market and delivering for his wealthy friends and big corporations.\xe2\x80\xa6'",positive
2020-07-18 13:35:34,"b""RT @fred_guttenberg: I am voting for @JoeBiden.  He won't militarize our democratic streets. Today's reminder DONALD TRUMP IS LETTING THE R\xe2\x80\xa6""",neutral
2020-07-18 13:35:33,b'RT @LisaMei62: Got something in my eyes \xf0\x9f\x98\xad...How blessed are we that God is giving us another chance...and that he put President Donald J. T\xe2\x80\xa6',neutral
2020-07-18 13:35:33,b'RT @realTrumpForce: @WhiteHouse @realDonaldTrump Donald J Trump will go down in history as the BEST PRESIDENT of the United States of Ameri\xe2\x80\xa6',positive
2020-07-18 13:35:33,"b'RT @AndyHutchins: Which says everything, just like his lies about Lewis while alive did: https://t.co/ML6jqDtfYJ https://t.co/IPZBvOOq4c'",positive
2020-07-18 13:35:33,"b""RT @CNN: Analysis: Not only is Trump refusing to act in a manner appropriate to the magnitude of the emergency, he is using the country's l\xe2\x80\xa6""",positive
2020-07-18 13:35:32,b'@realDonaldTrump We discussed what happened to America?  The answer was Americans didn\xe2\x80\x99t change. It has always been\xe2\x80\xa6 https://t.co/egVTswRmA0',neutral
2020-07-18 13:35:32,b'RT @AyannaPressley: Remember when Donald J. Trump was impeached by the United States House of Representatives?',neutral
2020-07-18 13:35:31,b'RT @Weinsteinlaw: Donald Trump has now officially spent more time attacking his niece over her book than he\xe2\x80\x99s spent criticizing Vladimir Pu\xe2\x80\xa6',positive
2020-07-18 13:35:31,b'RT @PalmerReport: Donald Trump is a threat to national security.',neutral
2020-07-18 13:35:31,"b'RT @BoycottUtah: It is Saturday, July 18, 2020. One citizen, I call for the removal from office by any legal means, the impeached fascist D\xe2\x80\xa6'",positive
2020-07-18 13:35:31,"b'@ProjectLincoln Every day is exactly the same : Donald Trump says something stupid, his spokesperson "" clarify"" it\xe2\x80\xa6 https://t.co/I4Auvq5y2b'",negative
2020-07-18 13:35:31,b'RT @AyannaPressley: Remember when Donald J. Trump was impeached by the United States House of Representatives?',neutral
2020-07-18 13:35:31,b'RT @IsaacDovere: The result is Donald Trump is a president who interrupts the State of the Union to give the Medal of Freedom to Rush Limba\xe2\x80\xa6',neutral
2020-07-18 13:35:30,"b'RT @JamilSmith: John Lewis is gone at 80\xe2\x80\x93and too soon, indeed. I was truly blessed to have this conversation with him in his office, on MLK\xe2\x80\xa6'",neutral
2020-07-18 13:35:30,b'RT @AyannaPressley: Remember when Donald J. Trump was impeached by the United States House of Representatives?',neutral
2020-07-18 13:35:30,b'RT @Weinsteinlaw: Donald Trump has now officially spent more time attacking his niece over her book than he\xe2\x80\x99s spent criticizing Vladimir Pu\xe2\x80\xa6',positive
2020-07-18 13:35:30,"b""@terrellwrites @davidshor @EricLevitz ...Some related pieces of mine, if you're interested:\xe2\x80\xa6 https://t.co/1KNokAtkDz""",positive
2020-07-18 13:35:30,"b'RT @BoycottUtah: It is Saturday, July 18, 2020. One citizen, I call for the removal from office by any legal means, the impeached fascist D\xe2\x80\xa6'",positive
2020-07-18 13:35:30,b'RT @Weinsteinlaw: Donald Trump has now officially spent more time attacking his niece over her book than he\xe2\x80\x99s spent criticizing Vladimir Pu\xe2\x80\xa6',positive
2020-07-18 13:35:29,"b""Mary Trump: Donald Trump 'Incapable Of Succeeding' On Coronavirus | Rach... https://t.co/OMOvTLLtKc via @YouTube""",neutral
2020-07-18 13:35:29,"b'RT @TkMelly: President Trump Tells NRA\xe2\x80\x98s 5 Million Members He Will Protect Guns, Police\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x87\xba\xf0\x9f\x87\xb8https://t.co/SmsZiZ0aOR'",neutral
2020-07-18 13:35:29,b'RT @JoeBiden: I\xe2\x80\x99ve released 21 years of my tax returns \xe2\x80\x94 why hasn\xe2\x80\x99t Donald Trump?\n\nWe deserve to know what this president is hiding.',neutral
2020-07-18 13:35:29,b'RT @Weinsteinlaw: Donald Trump has now officially spent more time attacking his niece over her book than he\xe2\x80\x99s spent criticizing Vladimir Pu\xe2\x80\xa6',positive
2020-07-18 13:35:29,b'RT @AyannaPressley: Remember when Donald J. Trump was impeached by the United States House of Representatives?',neutral
2020-07-18 13:35:29,b'RT @AyannaPressley: Remember when Donald J. Trump was impeached by the United States House of Representatives?',neutral
2020-07-18 13:35:28,b'EL DRAGON BLANCO DONALD TRUMP YA LO EJECUTO Y ESTA FRIO POR PSICOPATA DESENFRENADO SEXUAL SI SALE UNO ES UN CLON DE\xe2\x80\xa6 https://t.co/Yz2dV3sy75',positive
2020-07-18 13:35:28,b'@Jim_Jordan Things \xe2\x80\x9cGYMY Jordan \xe2\x80\x9c wants:\n\n-To escape Donald Trump support still employed.\n-To gaslight America with\xe2\x80\xa6 https://t.co/ZSkQtU7q72',positive
2020-07-18 13:35:27,b'RT @Weinsteinlaw: Donald Trump has now officially spent more time attacking his niece over her book than he\xe2\x80\x99s spent criticizing Vladimir Pu\xe2\x80\xa6',positive
2020-07-18 13:35:27,b'RT @nyshuffler: I\xe2\x80\x99m sorry but after reading that DONALD TRUMP IS FORCING HOSPITALS TO STOP SENDING IN COVID-19 DATA TO SKEW THE NUMBERS IN\xe2\x80\xa6',negative
2020-07-18 13:35:27,b'RT @ThePubliusUSA: My question remains unanswered: why is Donald Trump trying to unmask the person who leaked the Russian bounty story inst\xe2\x80\xa6',negative
2020-07-18 13:35:26,"b'RT @MiaFarrow: Donald Trump\xe2\x80\x99s silence is fitting. He  is not worthy to utter the name of John Lewis- a man who embodied courage, honor, dec\xe2\x80\xa6'",positive
2020-07-18 13:35:25,b'RT @ThePubliusUSA: My question remains unanswered: why is Donald Trump trying to unmask the person who leaked the Russian bounty story inst\xe2\x80\xa6',negative
2020-07-18 13:35:25,"b'RT @PreetBharara: Sessions was Trump\xe2\x80\x99s 1st Senate supporter, lent him legitimacy. In return, Sessions gave up his seat. Lost his cabinet po\xe2\x80\xa6'",neutral
2020-07-18 13:35:24,b'RT @AyannaPressley: Remember when Donald J. Trump was impeached by the United States House of Representatives?',neutral
2020-07-18 13:35:24,b'RT @ThePubliusUSA: My question remains unanswered: why is Donald Trump trying to unmask the person who leaked the Russian bounty story inst\xe2\x80\xa6',negative
2020-07-18 13:35:24,b'RT @JoyAnnReid: Donald Trump has now activated the \xe2\x80\x9csecret police\xe2\x80\x9d setting in the autocrat\xe2\x80\x99s playbook. #PortlandKidnappings #PortlandProtes\xe2\x80\xa6',negative
2020-07-18 13:35:23,"b'RT @BandyXLee1: What Donald Trump is doing in Portland is a trial balloon (or, in psychological terms, \xe2\x80\x9ctesting limits\xe2\x80\x9d).  He may believe O\xe2\x80\xa6'",neutral
2020-07-18 13:35:23,b'@Politidope Nearly a year old now but tells you so much about Donald J.Trump.',positive
2020-07-18 13:35:23,b'Mary Trump fires back at Donald Trump after his berserk meltdown https://t.co/JidrKRvngU via @PalmerReport',neutral
2020-07-18 13:35:22,b'Mary Trump Tells Rachel Maddow She Heard Donald Trump Use Racist And Anti-Semitic\xc2\xa0Slurs https://t.co/WA5QQfBYMj via @Deadline',neutral
2020-07-18 13:35:22,b'RT @JoeBiden: I\xe2\x80\x99ve released 21 years of my tax returns \xe2\x80\x94 why hasn\xe2\x80\x99t Donald Trump?\n\nWe deserve to know what this president is hiding.',neutral
2020-07-18 13:35:22,b'RT @MotherJones: Why did Mary Trump thank @DavidCornDC in her new book? He explains: https://t.co/G6ny97hgat',positive
2020-07-18 13:35:22,"b'RT @QuotesforGoal: ""Lo \xc3\xbanico que puede detenernos son las malas pol\xc3\xadticas. \nFrancamente, malas pol\xc3\xadticas de izquierda como subir impuestos""\xe2\x80\xa6'",neutral
2020-07-18 13:35:22,b'RT @AyannaPressley: Remember when Donald J. Trump was impeached by the United States House of Representatives?',neutral
2020-07-18 13:35:21,"b'RT @donwinslow: .@FLOTUS Melania Trump,\n\nThere is a strong rumor going around that some of your ex ""clients"" in NYC are going to come forwa\xe2\x80\xa6'",positive
2020-07-18 13:35:21,"b""RT @donwinslow: Don't believe anything Donald Trump or The White House tells you.""",neutral
2020-07-18 13:35:21,b'@Romangod7 @Barbara12689822 @DonaldJTrumpJr He wanted this to be seen and go viral. It\xe2\x80\x99s his dying message to the c\xe2\x80\xa6 https://t.co/RC94VtkR6L',neutral
2020-07-18 13:35:20,"b'RT @TorresGotay: Donald Trump no ha dicho una palabra sobre la muerte anoche del congresista John Lewis, icono de la lucha por los derechos\xe2\x80\xa6'",neutral
2020-07-18 13:35:20,"b'RT @Rosenchild: @TODAYshow #Systemic #Racism\n\n\xf0\x9f\x9a\xa8Donald J. #Trump, and the #Trump administration are using #COVID19 #CORONAVIRUS to commit #G\xe2\x80\xa6'",neutral
2020-07-18 13:35:20,"b'RT @AndyHutchins: Which says everything, just like his lies about Lewis while alive did: https://t.co/ML6jqDtfYJ https://t.co/IPZBvOOq4c'",positive
2020-07-18 13:35:20,b'RT @AyannaPressley: Remember when Donald J. Trump was impeached by the United States House of Representatives?',neutral
2020-07-18 13:35:20,b'RT @PalmerReport: Donald Trump is a threat to national security.',neutral
2020-07-18 13:35:19,b'Donald Trump has done more for Black people than any other President. \n\nJust look at all the kind words about John\xe2\x80\xa6 https://t.co/FCeBIcEoUD',positive
2020-07-18 13:35:19,b'@glamelegance @PressSec Donald J Trump &gt;&gt;&gt; your head &gt;&gt;&gt; rent free.',positive
